0,1,2,3,4
Яблоки,Томаты,Бананы,Консервы,
Говядина,Сок,Соль,Кофе,
Сахар,Сахар,Мясо,Морковь,
Картошка,Курица,Бакалея,,
Соль,Сладости,Картошка,Мука,
Напитки,Фрукты,Кофе,,
Сыр,Яйца,Лук,Говядина,Яйца
Напитки,Бакалея,Курица,Яблоки,
Говядина,Молоко,,,
Сок,Картошка,Курица,,
Картошка,Масло,Напитки,Фрукты,Сок
Чай,Томаты,Огурцы,,
Огурцы,Морковь,Говядина,Сок,Соль
Бакалея,Картошка,Яблоки,Фрукты,Сыр
Бакалея,Консервы,Масло,Сыр,Мясо
Кофе,Бананы,,,
Сахар,Фрукты,Говядина,Яблоки,
Томаты,Яйца,Лук,,
Томаты,Томаты,Сок,Яблоки,
Соль,Томаты,,,
Яйца,Перец,,,
Бананы,Лук,Сладости,,
Консервы,Лук,Картошка,,
Яблоки,Хлеб,,,
Картошка,Картошка,Масло,Сок,Мука
Напитки,Рыба,,,
Бакалея,Хлеб,,,
Хлеб,Лук,,,
Мука,Картошка,Мясо,Консервы,Сок
Молоко,Морковь,Чай,Морковь,Бакалея
Чай,Фрукты,Сладости,Говядина,
Рыба,Мука,Рыба,,
Курица,Сыр,,,
Сладости,Фрукты,Курица,Мука,Рыба
Масло,Морковь,Молоко,Чай,Овощи
Бананы,Сок,Соль,Яблоки,
Огурцы,Говядина,Говядина,Овощи,Перец
Хлеб,Картошка,Хлеб,,
Чай,Консервы,Морковь,,
Мясо,Фрукты,,,
Чай,Сыр,Чай,Сахар,Лук
Говядина,Хлеб,Мука,Картошка,Молоко
Курица,Сахар,Лук,Говядина,
Лук,Курица,Напитки,Овощи,Кофе
Фрукты,Напитки,Молоко,Яйца,Яйца
Молоко,Сладости,Курица,Соль,
Масло,Томаты,Фрукты,,
Хлеб,Говядина,Рыба,,
Кофе,Масло,,,
Томаты,Морковь,Курица,,
Молоко,Мука,Мясо,Мука,Масло
Картошка,Яблоки,Овощи,,
Кофе,Сладости,Сахар,,
Сладости,Молоко,Хлеб,Яйца,
Лук,Кофе,,,
Лук,Курица,Рыба,Томаты,Консервы
Яблоки,Яйца,Хлеб,Соль,
Бакалея,Сладости,Рыба,Картошка,Фрукты
Кофе,Масло,Мука,Напитки,
Молоко,Фрукты,Лук,Томаты,Томаты
Сыр,Яблоки,,,
Сок,Курица,Сыр,Огурцы,
Бананы,Овощи,,,
Лук,Томаты,Овощи,,
Говядина,Мука,Масло,Морковь,
Овощи,Огурцы,Напитки,Кофе,
Яйца,Сахар,,,
Томаты,Напитки,Перец,Яблоки,Морковь
Лук,Морковь,Бананы,Бананы,
Овощи,Кофе,,,
Соль,Овощи,Говядина,,
Картошка,Яйца,Яйца,Сок,Огурцы
Хлеб,Сок,Сыр,Бакалея,
Перец,Соль,Фрукты,Яйца,Огурцы
Рыба,Молоко,Яблоки,Яйца,Курица
Сок,Огурцы,Морковь,Консервы,Бананы
Соль,Огурцы,Сладости,Сок,Яйца
Мука,Перец,Консервы,Перец,Курица
Кофе,Фрукты,,,
Кофе,Овощи,Томаты,Овощи,Мука
Молоко,Томаты,Фрукты,Рыба,Бананы
Масло,Бананы,Яйца,,
Курица,Перец,Бананы,Перец,
Сладости,Кофе,Яблоки,,
Сладости,Соль,Огурцы,Бакалея,Лук
Консервы,Перец,Перец,Фрукты,
Сыр,Бананы,,,
Сладости,Яблоки,Напитки,Мука,
Картошка,Морковь,Лук,Яблоки,Перец
Фрукты,Лук,Говядина,,
Чай,Картошка,,,
Сок,Фрукты,Хлеб,Напитки,Картошка
Лук,Мука,,,
Рыба,Молоко,Огурцы,Хлеб,Огурцы
Лук,Сладости,Бананы,,
Масло,Молоко,Сладости,Сахар,Томаты
Лук,Огурцы,Томаты,Сок,
Соль,Молоко,Хлеб,,
Хлеб,Бакалея,,,
Томаты,Бананы,Сок,Сыр,Фрукты
Перец,Фрукты,,,
Чай,Огурцы,Бакалея,Фрукты,
Молоко,Чай,Кофе,Сахар,
Яйца,Сок,,,
Сок,Молоко,,,
Овощи,Соль,Соль,,
Молоко,Рыба,Консервы,Сыр,
Бананы,Масло,,,
Кофе,Сыр,Сладости,Картошка,Кофе
Соль,Напитки,Говядина,,
Бакалея,Мука,Фрукты,,
Сыр,Сок,Чай,,
Говядина,Хлеб,Бананы,Консервы,Молоко
Яблоки,Консервы,Сладости,Бакалея,Сладости
Сыр,Соль,,,
Курица,Мука,Перец,,
Яблоки,Лук,Мука,,
Сок,Курица,Огурцы,Томаты,
Соль,Мука,Фрукты,,
Напитки,Овощи,,,
Кофе,Бакалея,Молоко,Томаты,
Сыр,Яйца,Перец,Сладости,
Фрукты,Сахар,,,
Курица,Молоко,,,
Консервы,Чай,Сахар,,
Говядина,Масло,Овощи,Чай,Масло
Сахар,Хлеб,,,
Напитки,Молоко,Сок,Сладости,
Морковь,Кофе,,,
Перец,Овощи,Яблоки,,
Кофе,Говядина,Мука,Соль,Бакалея
Яйца,Фрукты,Кофе,Напитки,
Сок,Сыр,Масло,Томаты,
Фрукты,Огурцы,Лук,Сладости,Бананы
Курица,Сахар,Мука,,
Бананы,Молоко,Бананы,,
Сыр,Молоко,Сахар,Мясо,Яйца
Хлеб,Огурцы,Курица,,
Фрукты,Бакалея,,,
Масло,Мясо,Огурцы,Огурцы,
Мясо,Лук,,,
Кофе,Бананы,Соль,Консервы,
Перец,Огурцы,Картошка,Огурцы,Огурцы
Говядина,Сыр,,,
Лук,Перец,Напитки,Чай,Сладости
Бананы,Сок,Курица,Огурцы,Сыр
Яблоки,Говядина,,,
Масло,Сахар,,,
Хлеб,Мука,,,
Огурцы,Картошка,,,
Мясо,Сладости,,,
Курица,Томаты,,,
Морковь,Картошка,Сок,Соль,Консервы
Соль,Сладости,Яблоки,,
Картошка,Напитки,Картошка,,
Масло,Лук,,,
Напитки,Говядина,Бананы,Сладости,
Овощи,Курица,,,
Фрукты,Перец,Мука,,
Молоко,Сыр,Напитки,Мука,Сыр
Яблоки,Масло,Кофе,Хлеб,
Мясо,Морковь,Сладости,Перец,Масло
Сок,Курица,Рыба,,
Напитки,Чай,Напитки,Бакалея,
Фрукты,Рыба,Мясо,Яблоки,Сыр
Масло,Яйца,,,
Морковь,Кофе,Овощи,,
Яйца,Овощи,Лук,,
Молоко,Соль,,,
Овощи,Напитки,Морковь,Яйца,
Курица,Фрукты,Овощи,Фрукты,
Бананы,Яблоки,Сахар,Лук,
Сок,Овощи,Мясо,,
Огурцы,Томаты,Молоко,Яйца,Картошка
Напитки,Мука,Мясо,Соль,Морковь
Консервы,Консервы,,,
Сахар,Молоко,Консервы,Молоко,
Мясо,Рыба,,,
Чай,Сладости,Перец,Сладости,
Огурцы,Мука,Яйца,,
Лук,Консервы,Рыба,,
Консервы,Овощи,Томаты,,
Молоко,Сок,Рыба,,
Чай,Картошка,,,
Курица,Сахар,,,
Морковь,Огурцы,Морковь,Курица,
Огурцы,Морковь,Бананы,,
Соль,Лук,Мясо,Перец,
Мясо,Картошка,Хлеб,Томаты,
Рыба,Курица,,,
Перец,Напитки,Томаты,Огурцы,Огурцы
Бананы,Яйца,,,
Яйца,Сыр,Огурцы,,
Сладости,Овощи,Яйца,Сладости,Сахар
Чай,Мясо,,,
Морковь,Овощи,Молоко,Лук,
Сыр,Картошка,Бакалея,Мука,
Хлеб,Масло,Говядина,,
Молоко,Сахар,,,
Мука,Консервы,,,
Курица,Соль,,,
Яблоки,Консервы,,,
Кофе,Сахар,Хлеб,Курица,Сок
Овощи,Молоко,Говядина,Томаты,Чай
Фрукты,Хлеб,Консервы,,
Фрукты,Соль,Кофе,Напитки,
Томаты,Молоко,,,
Соль,Бакалея,Кофе,Сахар,
Перец,Сладости,Огурцы,Кофе,
Овощи,Овощи,,,
Сыр,Яйца,Перец,,
Говядина,Мука,Картошка,Напитки,Яйца
Томаты,Бананы,Томаты,Говядина,
Масло,Огурцы,Мука,Сыр,Чай
Морковь,Томаты,Масло,Картошка,Лук
Сок,Сахар,Перец,,
Томаты,Яблоки,Бананы,,
Картошка,Напитки,Бананы,Томаты,
Бананы,Курица,Рыба,Сладости,
Масло,Морковь,Хлеб,Рыба,Яблоки
Кофе,Напитки,Напитки,Томаты,
Соль,Сыр,Молоко,Фрукты,Консервы
Соль,Картошка,Сладости,,
Мясо,Мясо,Перец,,
Сыр,Сахар,Перец,Чай,Консервы
Курица,Бакалея,,,
Бакалея,Говядина,Сыр,,
Лук,Бакалея,Картошка,Мука,
Бакалея,Морковь,Соль,Масло,Картошка
Бананы,Чай,Фрукты,,
Мясо,Мясо,,,
Напитки,Перец,Картошка,,
Мясо,Картошка,,,
Мука,Мука,,,
Бакалея,Рыба,Молоко,Яблоки,
Фрукты,Овощи,Томаты,,
Чай,Курица,Курица,,
Сок,Огурцы,Картошка,Консервы,
Кофе,Овощи,Мука,Яйца,Масло
Чай,Сладости,Картошка,Чай,
Соль,Мясо,Хлеб,Огурцы,
Курица,Сок,,,
Говядина,Консервы,Сладости,,
Напитки,Перец,Молоко,Соль,Бакалея
Соль,Сыр,,,
Сыр,Лук,,,
Перец,Масло,,,
Сыр,Фрукты,Сыр,Сок,Сок
Томаты,Томаты,Бакалея,Консервы,Говядина
Соль,Масло,Бакалея,Сыр,Фрукты
Томаты,Сладости,Картошка,Чай,
Перец,Кофе,,,
Сладости,Картошка,Хлеб,,
Картошка,Бакалея,Говядина,,
Хлеб,Лук,,,
Мясо,Томаты,Консервы,Перец,Напитки
Кофе,Перец,Лук,Огурцы,
Хлеб,Яблоки,Яблоки,Рыба,
Сок,Морковь,Бакалея,Томаты,Курица
Яйца,Масло,Хлеб,Сладости,
Перец,Огурцы,Мука,,
Чай,Фрукты,Картошка,Сыр,
Мука,Морковь,Напитки,,
Бакалея,Перец,Овощи,Яблоки,Овощи
Чай,Соль,Бакалея,Консервы,Чай
Масло,Фрукты,Напитки,Консервы,Хлеб
Кофе,Мясо,Молоко,Чай,Сыр
Чай,Консервы,Картошка,,
Перец,Огурцы,,,
Рыба,Сладости,Овощи,,
Томаты,Бакалея,Яблоки,Консервы,
Чай,Картошка,,,
Кофе,Напитки,Сыр,,
Картошка,Масло,Томаты,,
Бакалея,Хлеб,Чай,Огурцы,Лук
Масло,Бананы,Мясо,Сахар,
Напитки,Консервы,Говядина,,
Говядина,Курица,Соль,Курица,Перец
Перец,Картошка,Курица,Бананы,Лук
Мука,Томаты,Фрукты,Томаты,
Сахар,Овощи,,,
Мука,Сыр,Мука,,
Бакалея,Говядина,,,
Огурцы,Картошка,Говядина,Сахар,Кофе
Картошка,Мука,,,
Лук,Лук,,,
Огурцы,Говядина,Яблоки,,
Консервы,Лук,Яйца,Картошка,
Рыба,Соль,Морковь,Консервы,Морковь
Томаты,Яйца,Мясо,,
Хлеб,Кофе,,,
Масло,Лук,Яйца,Мясо,Мука
Яйца,Сок,Яйца,Кофе,
Курица,Томаты,,,
Морковь,Яйца,Соль,Картошка,
Говядина,Сахар,Соль,Картошка,Масло
Мука,Мясо,Лук,,
Фрукты,Масло,,,
Рыба,Яблоки,Овощи,Хлеб,Огурцы
Яйца,Чай,Овощи,,
Морковь,Соль,,,
Огурцы,Бананы,Картошка,Фрукты,
Овощи,Фрукты,Сыр,Хлеб,Мясо
Напитки,Чай,Огурцы,Томаты,
Говядина,Говядина,Морковь,,
Соль,Молоко,Напитки,Сахар,
Картошка,Кофе,Перец,Мясо,
Масло,Лук,Хлеб,Яблоки,Яблоки
Яйца,Лук,,,
Лук,Овощи,Консервы,Фрукты,
Фрукты,Картошка,Хлеб,,
Мясо,Консервы,Огурцы,Мясо,
Яблоки,Перец,,,
Чай,Соль,Мука,Молоко,
Масло,Лук,Курица,,
Лук,Молоко,Консервы,Сок,Хлеб
Сыр,Кофе,Лук,,
Картошка,Кофе,Молоко,,
Консервы,Овощи,Консервы,,
Сахар,Консервы,Сок,Мука,
Консервы,Огурцы,,,
Говядина,Сыр,Яйца,Курица,
Напитки,Овощи,Бакалея,Кофе,
Овощи,Соль,Соль,Масло,
Овощи,Морковь,Лук,Кофе,Говядина
Картошка,Напитки,,,
Овощи,Мука,,,
Напитки,Бакалея,Молоко,Картошка,
Картошка,Картошка,,,
Курица,Яблоки,Фрукты,Хлеб,Напитки
Яблоки,Сыр,Фрукты,Хлеб,Морковь
Соль,Картошка,Яблоки,Перец,
Рыба,Бананы,,,
Фрукты,Чай,Масло,Рыба,
Фрукты,Мясо,,,
Напитки,Мука,Морковь,Сыр,Яйца
Чай,Картошка,Говядина,,
Кофе,Хлеб,,,
Лук,Говядина,Яблоки,,
Картошка,Сладости,Лук,Говядина,Рыба
Сахар,Напитки,Сладости,,
Яйца,Молоко,Соль,,
Говядина,Рыба,Курица,,
Картошка,Консервы,Картошка,Яйца,Фрукты
Говядина,Сыр,Сок,Морковь,Картошка
Соль,Консервы,Фрукты,Соль,
Картошка,Сок,Масло,Морковь,Томаты
Мука,Сахар,,,
Сок,Чай,Мясо,,
Сок,Перец,Сахар,,
Молоко,Сладости,,,
Сахар,Яблоки,,,
Фрукты,Молоко,,,
Огурцы,Масло,Молоко,Соль,
Соль,Мука,Лук,Говядина,
Соль,Масло,Морковь,Огурцы,
Бакалея,Бакалея,,,
Бананы,Сыр,Овощи,,
Соль,Рыба,,,
Картошка,Сыр,Лук,Мука,
Мясо,Бананы,Рыба,,
Огурцы,Кофе,Бакалея,Курица,
Кофе,Бананы,Консервы,Чай,Сладости
Сладости,Напитки,Говядина,Яйца,
Кофе,Лук,Морковь,Овощи,Хлеб
Лук,Сахар,Курица,,
Курица,Чай,,,
Масло,Бананы,Бакалея,Перец,Сладости
Овощи,Яблоки,Бананы,,
Огурцы,Овощи,Курица,Курица,
Фрукты,Чай,Курица,Кофе,Консервы
Мясо,Яблоки,Фрукты,Напитки,
Перец,Консервы,Мясо,,
Сыр,Перец,,,
Морковь,Лук,Картошка,Говядина,Хлеб
Мясо,Сахар,Овощи,,
Томаты,Хлеб,Бананы,Хлеб,
Масло,Мука,Мука,,
Морковь,Овощи,,,
Кофе,Мясо,,,
Масло,Кофе,Хлеб,,
Яйца,Сок,Сыр,Хлеб,
Молоко,Морковь,Морковь,Лук,
Чай,Овощи,Лук,Яблоки,Кофе
Напитки,Масло,Морковь,,
Яблоки,Рыба,Фрукты,Соль,
Огурцы,Рыба,Картошка,Напитки,Яйца
Масло,Соль,Молоко,Напитки,Лук
Хлеб,Масло,,,
Сыр,Сахар,Хлеб,Чай,
Рыба,Хлеб,Перец,Молоко,Мука
Масло,Яйца,Фрукты,,
Бананы,Овощи,Курица,,
Лук,Напитки,Томаты,Сыр,
Молоко,Сок,Сыр,Кофе,
Соль,Сыр,Масло,Сахар,
Овощи,Сыр,Молоко,,
Яблоки,Мясо,Сок,Соль,
Перец,Бакалея,Говядина,Овощи,
Консервы,Картошка,Говядина,Масло,Масло
Кофе,Бакалея,Овощи,Молоко,Сахар
Сладости,Картошка,Курица,Сыр,
Картошка,Яйца,,,
Рыба,Чай,Яйца,Овощи,
Масло,Бакалея,,,
Рыба,Сахар,Огурцы,Картошка,
Напитки,Курица,,,
Мука,Напитки,Томаты,Молоко,Бананы
Молоко,Бананы,Мясо,,
Говядина,Рыба,Хлеб,Яблоки,
Лук,Фрукты,Молоко,Лук,
Сладости,Мука,Томаты,Кофе,
Сыр,Лук,Сок,Овощи,Огурцы
Сахар,Картошка,Мясо,,
Говядина,Сладости,Рыба,,
Фрукты,Мясо,,,
Хлеб,Кофе,,,
Морковь,Огурцы,Овощи,,
Картошка,Картошка,Мясо,Томаты,
Курица,Сахар,Мясо,Лук,
Огурцы,Мука,,,
Сыр,Говядина,Бакалея,Яйца,Огурцы
Сахар,Яблоки,Консервы,Курица,
Молоко,Фрукты,Яблоки,Перец,
Соль,Рыба,Яйца,Огурцы,Кофе
Бакалея,Соль,Соль,,
Хлеб,Сахар,Бананы,Овощи,Кофе
Лук,Фрукты,,,
Морковь,Сахар,Сахар,Соль,
Огурцы,Говядина,Яблоки,Сахар,
Масло,Томаты,,,
Масло,Чай,,,
Яйца,Соль,Молоко,Овощи,
Бакалея,Курица,Хлеб,Овощи,
Мясо,Сыр,Молоко,Напитки,Фрукты
Соль,Перец,Картошка,,
Чай,Фрукты,Картошка,,
Напитки,Перец,Бананы,Чай,Фрукты
Чай,Рыба,Курица,Перец,
Яблоки,Сок,Яблоки,,
Перец,Напитки,Морковь,Яблоки,Масло
Сахар,Яйца,Бакалея,Овощи,Огурцы
Огурцы,Масло,Кофе,Рыба,Мясо
Томаты,Хлеб,Огурцы,Сыр,Говядина
Лук,Огурцы,Лук,Томаты,Хлеб
Консервы,Сладости,,,
Курица,Сыр,Сок,,
Огурцы,Яблоки,Яблоки,Сахар,Соль
Томаты,Перец,,,
Молоко,Бананы,Сахар,Молоко,
Мука,Сыр,Яблоки,Сахар,
Лук,Морковь,,,
Томаты,Сыр,Бакалея,Рыба,Кофе
Рыба,Бакалея,Морковь,,
Яйца,Сыр,Сыр,Говядина,Фрукты
Томаты,Кофе,Консервы,Молоко,
Масло,Фрукты,Сахар,Чай,Бананы
Томаты,Рыба,,,
Яблоки,Бакалея,,,
Сыр,Яйца,Масло,Говядина,Масло
Напитки,Фрукты,Перец,Перец,
Овощи,Говядина,Сладости,Картошка,Мясо
Сладости,Перец,,,
Яйца,Сладости,Курица,,
Картошка,Томаты,Хлеб,Курица,Сахар
Молоко,Огурцы,Мука,Сладости,Сыр
Мука,Картошка,,,
Масло,Мука,,,
Сок,Сок,Мука,Яблоки,
Огурцы,Чай,,,
Картошка,Морковь,Морковь,Морковь,
Хлеб,Морковь,,,
Кофе,Масло,,,
Говядина,Молоко,Сахар,Перец,Сахар
Говядина,Бакалея,Яйца,Огурцы,Консервы
Яблоки,Лук,Бананы,,
Морковь,Сахар,,,
Сладости,Бананы,Масло,,
Сыр,Томаты,Курица,,
Бакалея,Говядина,,,
Напитки,Чай,Яйца,Яйца,
Мясо,Яблоки,,,
Консервы,Молоко,,,
Яйца,Говядина,Перец,Картошка,Бананы
Сок,Мясо,Лук,Рыба,Картошка
Молоко,Сладости,Кофе,Молоко,Курица
Говядина,Яблоки,,,
Томаты,Курица,Сладости,Фрукты,
Томаты,Рыба,Молоко,Мясо,
Сахар,Курица,Бакалея,Молоко,
Овощи,Бакалея,Говядина,Картошка,
Молоко,Масло,,,
Овощи,Картошка,Курица,Бакалея,Томаты
Говядина,Бакалея,Говядина,,
Кофе,Масло,Соль,Лук,
Фрукты,Консервы,Сыр,Чай,Чай
Говядина,Яйца,,,
Бананы,Сахар,Бакалея,Перец,Консервы
Мясо,Яблоки,Масло,Напитки,Яйца
Рыба,Перец,,,
Чай,Томаты,Сыр,Сладости,
Напитки,Чай,,,
Сыр,Бананы,Хлеб,Томаты,
Молоко,Томаты,Молоко,Напитки,
Яблоки,Сахар,Томаты,,
Яйца,Картошка,Сладости,Соль,
Фрукты,Сахар,Курица,Огурцы,Говядина
Сок,Хлеб,Масло,Огурцы,
Яблоки,Мука,Хлеб,Молоко,Фрукты
Мясо,Масло,Картошка,,
Лук,Масло,,,
Картошка,Томаты,,,
Мясо,Сыр,Бакалея,Томаты,
Говядина,Перец,Сахар,Хлеб,Кофе
Сыр,Морковь,Бакалея,Сок,Яйца
Бананы,Бананы,Огурцы,,
Огурцы,Молоко,Овощи,Говядина,Яйца
Лук,Консервы,,,
Яйца,Сыр,Сахар,Перец,
Огурцы,Бананы,Томаты,,
Сок,Соль,Кофе,Томаты,
Перец,Картошка,Перец,Яйца,
Лук,Сыр,Мясо,Мясо,
Хлеб,Кофе,Перец,Консервы,
Напитки,Овощи,Сахар,Овощи,
Консервы,Лук,Бакалея,Мясо,
Сахар,Мясо,Мука,Мука,
Молоко,Напитки,Яблоки,,
Яблоки,Мука,,,
Хлеб,Яйца,Сыр,Мясо,Консервы
Перец,Морковь,Чай,,
Фрукты,Говядина,Яблоки,,
Перец,Мясо,,,
Чай,Картошка,Молоко,,
Напитки,Рыба,Сладости,Консервы,Молоко
Бананы,Кофе,Бакалея,,
Соль,Рыба,Масло,Перец,Яйца
Сахар,Рыба,,,
Хлеб,Напитки,Бананы,Кофе,
Лук,Овощи,Лук,Чай,
Молоко,Чай,Говядина,Сыр,
Сладости,Масло,,,
Лук,Консервы,Соль,Томаты,Соль
Овощи,Огурцы,,,
Масло,Томаты,,,
Сок,Лук,Говядина,Яблоки,Хлеб
Лук,Перец,Овощи,,
Огурцы,Консервы,Картошка,,
Молоко,Курица,Лук,Картошка,
Кофе,Масло,,,
Соль,Масло,Фрукты,Фрукты,Бакалея
Кофе,Фрукты,Говядина,,
Бакалея,Картошка,Консервы,,
Курица,Говядина,,,
Бакалея,Масло,Яблоки,Сок,
Говядина,Говядина,,,
Мясо,Овощи,,,
Мясо,Морковь,Хлеб,,
Сахар,Перец,Мука,,
Фрукты,Соль,,,
Чай,Перец,Хлеб,Яблоки,
Фрукты,Сок,Напитки,,
Бакалея,Консервы,,,
Соль,Рыба,,,
Фрукты,Огурцы,Консервы,Лук,Масло
Мясо,Перец,Морковь,Соль,Яйца
Кофе,Овощи,,,
Фрукты,Мука,,,
Яйца,Лук,Курица,Картошка,
Лук,Говядина,Бананы,,
Бакалея,Яйца,Сладости,Масло,Сахар
Молоко,Соль,Яйца,Сахар,Огурцы
Говядина,Напитки,,,
Яйца,Говядина,Кофе,,
Консервы,Рыба,Яйца,,
Сладости,Бананы,,,
Молоко,Томаты,Сахар,,
Чай,Кофе,Яблоки,Огурцы,
Хлеб,Консервы,Чай,Сок,
Молоко,Консервы,,,
Напитки,Хлеб,,,
Сыр,Рыба,Соль,,
Консервы,Молоко,Молоко,Картошка,Яйца
Молоко,Соль,Мясо,,
Говядина,Яйца,Сок,Напитки,Мясо
Овощи,Консервы,Картошка,,
Рыба,Кофе,,,
Лук,Картошка,,,
Фрукты,Масло,Сок,Рыба,Соль
Консервы,Лук,Напитки,,
Перец,Картошка,Сок,Консервы,Говядина
Морковь,Хлеб,Молоко,Соль,Овощи
Овощи,Курица,,,
Сыр,Яблоки,Консервы,Рыба,Напитки
Морковь,Чай,Лук,Молоко,
Говядина,Сладости,Морковь,Рыба,
Лук,Говядина,,,
Молоко,Говядина,,,
Бананы,Сок,,,
Говядина,Бакалея,,,
Лук,Огурцы,Молоко,Морковь,Яблоки
Фрукты,Сок,,,
Курица,Томаты,Курица,,
Яблоки,Молоко,Молоко,Говядина,
Огурцы,Огурцы,,,
Говядина,Молоко,,,
Яйца,Сок,Курица,Перец,
Морковь,Сок,Курица,Яблоки,
Сок,Хлеб,Консервы,,
Перец,Курица,Огурцы,,
Сыр,Мука,Молоко,Масло,Бананы
Картошка,Говядина,Кофе,Морковь,
Морковь,Бананы,Бананы,,
Рыба,Напитки,Хлеб,,
Хлеб,Лук,,,
Картошка,Чай,Говядина,Бакалея,
Масло,Овощи,Сахар,Бакалея,
Мясо,Овощи,Бананы,Рыба,
Мука,Консервы,Морковь,Лук,
Яйца,Рыба,Консервы,Яблоки,Чай
Мясо,Молоко,,,
Томаты,Перец,,,
Чай,Фрукты,Яйца,Бакалея,
Напитки,Фрукты,,,
Молоко,Соль,Лук,Сыр,
Мука,Мука,Яйца,,
Мясо,Рыба,Говядина,Сыр,Яблоки
Овощи,Томаты,,,
Сладости,Перец,Мука,,
Бананы,Сок,,,
Сыр,Напитки,Рыба,,
Картошка,Соль,,,
Перец,Масло,Бакалея,,
Соль,Масло,Масло,,
Сахар,Огурцы,,,
Яблоки,Сок,Бакалея,,
Перец,Чай,Консервы,Рыба,
Яйца,Рыба,Фрукты,Мука,Чай
Овощи,Бананы,Фрукты,,
Сок,Рыба,Бананы,Фрукты,
Говядина,Рыба,,,
Бананы,Соль,Мясо,,
Рыба,Курица,Сладости,,
Мука,Кофе,Томаты,,
Мука,Яблоки,Бакалея,,
Молоко,Курица,,,
Сыр,Курица,Бананы,,
Овощи,Соль,Картошка,,
Огурцы,Фрукты,Говядина,Огурцы,
Хлеб,Курица,,,
Перец,Кофе,Бакалея,Овощи,Курица
Сахар,Напитки,Хлеб,Бакалея,
Рыба,Соль,Сыр,,
Лук,Мука,,,
Фрукты,Фрукты,,,
Мясо,Говядина,Рыба,Рыба,
Говядина,Сыр,,,
Перец,Соль,Картошка,,
Яблоки,Говядина,,,
Бананы,Кофе,,,
Фрукты,Консервы,Фрукты,Морковь,Сок
Фрукты,Картошка,Сок,Бананы,
Мука,Мясо,,,
Консервы,Курица,Огурцы,Масло,Напитки
Чай,Кофе,Масло,,
Сок,Сладости,Бананы,Сахар,Рыба
Сахар,Лук,Рыба,,
Огурцы,Фрукты,Морковь,,
Огурцы,Морковь,Рыба,Сыр,Огурцы
Бананы,Томаты,Консервы,Бананы,
Сахар,Курица,Мука,Фрукты,Бананы
Лук,Бананы,Томаты,Говядина,Морковь
Морковь,Кофе,Мясо,,
Фрукты,Хлеб,Картошка,Сладости,
Соль,Лук,,,
Сладости,Сахар,Огурцы,,
Сладости,Лук,Яблоки,,
Кофе,Чай,Хлеб,Мясо,Фрукты
Лук,Хлеб,Томаты,,
Говядина,Говядина,Напитки,,
Сыр,Хлеб,Яйца,Рыба,Напитки
Яблоки,Лук,,,
Фрукты,Огурцы,Чай,Огурцы,
Сок,Говядина,,,
Перец,Говядина,,,
Морковь,Фрукты,Кофе,Масло,Напитки
Бакалея,Сахар,,,
Сахар,Чай,Томаты,,
Курица,Соль,Кофе,Молоко,Огурцы
Овощи,Овощи,Рыба,Перец,Консервы
Мясо,Молоко,,,
Огурцы,Консервы,,,
Сыр,Сахар,Фрукты,Яйца,
Картошка,Курица,Морковь,Картошка,
Сыр,Сладости,Хлеб,Сахар,Молоко
Чай,Мука,Масло,,
Хлеб,Сок,Сыр,Сок,Картошка
Хлеб,Сахар,,,
Картошка,Напитки,Огурцы,,
Фрукты,Чай,,,
Говядина,Консервы,,,
Сладости,Масло,,,
Мука,Томаты,,,
Томаты,Картошка,,,
Бананы,Яблоки,Морковь,Соль,
Сладости,Молоко,Консервы,Картошка,
Перец,Бананы,,,
Мясо,Мясо,Курица,Консервы,
Бананы,Кофе,Чай,Мясо,Бананы
Яблоки,Говядина,Томаты,,
Картошка,Бакалея,,,
Перец,Морковь,,,
Консервы,Консервы,,,
Сок,Сладости,Курица,Сладости,Сахар
Кофе,Хлеб,Соль,,
Бананы,Мука,Перец,Молоко,
Сыр,Лук,Масло,Перец,
Яйца,Консервы,Соль,Огурцы,
Масло,Консервы,Хлеб,,
Хлеб,Овощи,Мясо,Масло,
Сахар,Напитки,Огурцы,Мясо,Огурцы
Соль,Мясо,Морковь,Овощи,Соль
Масло,Сок,Сок,Хлеб,
Кофе,Яблоки,,,
Сыр,Мука,Чай,Сахар,
Сахар,Картошка,Яйца,Сок,Напитки
Хлеб,Соль,Сахар,,
Яйца,Молоко,Сок,Бакалея,
Лук,Чай,,,
Масло,Говядина,Яйца,Говядина,
Курица,Картошка,Курица,Бакалея,
Рыба,Перец,Мясо,Сыр,Молоко
Рыба,Морковь,Сыр,Мясо,
Картошка,Сыр,Рыба,,
Яйца,Хлеб,,,
Картошка,Консервы,,,
Сладости,Огурцы,,,
Сыр,Морковь,Сок,Картошка,Хлеб
Бакалея,Томаты,,,
Перец,Перец,Кофе,,
Сок,Сок,Бакалея,,
Сок,Консервы,Говядина,Масло,Соль
Сахар,Курица,,,
Томаты,Томаты,Соль,Чай,Огурцы
Кофе,Перец,,,
Говядина,Томаты,,,
Лук,Молоко,Консервы,,
Говядина,Масло,Мука,,
Кофе,Морковь,Хлеб,,
Бакалея,Огурцы,,,
Кофе,Говядина,Яблоки,,
Чай,Консервы,Мясо,Рыба,
Соль,Яйца,Картошка,Молоко,Фрукты
Бананы,Огурцы,Рыба,Фрукты,
Сок,Бананы,Фрукты,Напитки,
